"...1","object_id","city","county","region","development","locality","on_road","rural_urban","speed_limit","traffic_control","weather","workzone","bike_age","bike_age_group","bike_alcohol","bike_alcohol_drugs","bike_direction","bike_injury","bike_position","bike_race","bike_sex","driver_age","driver_age_group","driver_alcohol","driver_alcohol_drugs","driver_est_speed","driver_injury","driver_race","driver_sex","driver_vehicle_type","crash_alcohol","crash_date","crash_day","crash_group","crash_hour","crash_location","crash_month","crash_severity","crash_time","crash_type","crash_year","ambulance_req","hit_run","light_condition","road_character","road_class","road_condition","road_configuration","road_defects","road_feature","road_surface","num_bikes_ai","num_bikes_bi","num_bikes_ci","num_bikes_ki","num_bikes_no","num_bikes_to","num_bikes_ui","num_lanes","num_units","distance_mi_from","frm_road","rte_invd_cd","towrd_road"
40,2514,"Greenville","Pitt","Coastal","Commercial","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","Stop Sign","Clear","No",21,"20-24","No",NA,"Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female",22,"20-24","No",NA,"0-5 mph","Unknown Injury","Hispanic","Female","Van","No","12OCT2012","Friday","Motorist Failed to Yield - Sign-Controlled Intersection",16,"Intersection","October","C: Possible Injury",60840,"Motorist Drive Out - Sign-Controlled Intersection",2012,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
41,2526,"Raleigh","Wake","Piedmont","Residential","Urban (>70% Developed)",NA,"Urban","20 - 25  MPH","No Control Present","Clear","No",37,"30-39","No",NA,"With Traffic","C: Possible Injury","Travel Lane","Asian","Male",26,"25-29","No",NA,"6-10 mph","C: Possible Injury","Asian","Female","Passenger Car","No","13OCT2012","Saturday","Motorist Left Turn / Merge",17,"Intersection","October","C: Possible Injury",61440,"Motorist Left Turn - Opposite Direction",2012,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Driveway, Public","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
42,2527,"Goldsboro","Wayne","Coastal","Residential","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Clear","No",35,"30-39","Yes",NA,"With Traffic","C: Possible Injury","Travel Lane","White","Male",47,"40-49","No",NA,"31-35 mph","O: No Injury","Black","Male","Passenger Car","Yes","06OCT2012","Saturday","Motorist Overtaking Bicyclist",1,"Intersection","October","C: Possible Injury",4500,"Motorist Overtaking - Bicyclist Swerved",2012,"Yes","No","Dark - Lighted Roadway","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
43,2519,"Lenoir","Caldwell","Mountains","Commercial","Urban (>70% Developed)",NA,"Urban","40 - 45  MPH","No Control Present","Cloudy","No",49,"40-49","Yes",NA,"With Traffic","B: Evident Injury","Travel Lane","White","Male",21,"20-24","No",NA,"41-45 mph","O: No Injury","White","Male","Pickup","Yes","15OCT2012","Monday","Motorist Overtaking Bicyclist",23,"Non-Intersection","October","B: Evident Injury",84300,"Motorist Overtaking - Other / Unknown",2012,"Yes","No","Dark - Lighted Roadway","Straight - Level","US Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"5 lanes",2,0,NA,0,NA
44,2522,"Farmville","Pitt","Coastal","Residential","Urban (>70% Developed)",NA,"Rural","30 - 35  MPH","No Control Present","Cloudy","No",10,"6-10","No",NA,NA,"C: Possible Injury",NA,"Black","Male",30,"30-39","No",NA,"16-20 mph","O: No Injury","White","Female","Passenger Car","No","09OCT2012","Tuesday","Bicyclist Failed to Yield - Midblock",0,"Non-Intersection","October","C: Possible Injury",0,"Bicyclist Ride Out - Midblock - Unknown",2012,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
45,2507,"None - Rural Crash","Brunswick","Coastal","Residential","Rural (<30% Developed)",NA,"Rural","50 - 55  MPH","No Control Present","Clear","No",57,"50-59","Yes",NA,"Facing Traffic","K: Killed","Travel Lane","White","Male",52,"50-59","No",NA,"46-50 mph","O: No Injury","White","Female","Van","Yes","11OCT2012","Thursday","Bicyclist Right Turn / Merge",14,"Non-Intersection","October","K: Killed",51600,"Bicyclist Right Turn - Same Direction",2012,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,0,0,0,"2 lanes",2,0,NA,0,NA
46,550,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)","800 E SUGAR CREEK RD","Urban","5 - 15 MPH","No Control Present","Clear","No",39,"30-39",NA,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",33,"30-39",NA,"No","11-15 mph","O: No Injury","Hispanic","Male","Sport Utility","No","27AUG2014","Wednesday","Motorist Failed to Yield - Midblock",15,"Non-Intersection","August","C: Possible Injury",57540,"Motorist Drive Out - Commercial Driveway / Alley",2014,"Yes","No","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,1,0,0,1,0,"2 lanes",2,0.032,"N DAVIDSON ST",40002975,NA
47,559,"Winston-Salem","Forsyth","Piedmont","Commercial","Urban (>70% Developed)","LIBERTY ST","Urban","30 - 35  MPH","No Control Present","Clear","No",45,"40-49",NA,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",26,"25-29",NA,"Yes-Alcohol,  impairment suspected","26-30 mph","O: No Injury","Black","Female","Sport Utility","Yes","25AUG2014","Monday","Loss of Control / Turning Error",14,"Non-Intersection","August","B: Evident Injury",53340,"Motorist Lost Control - Other / Unknown",2014,"Yes","No","Daylight","Curve - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,1,0,0,0,1,0,"2 lanes",2,0.008,"BRANNON LANE",50017606,"52"
48,580,"None - Rural Crash","Cumberland","Coastal","Residential","Mixed (30% To 70% Developed)","SR 1141","Rural","40 - 45  MPH","Stop And Go Signal","Cloudy","No",49,"40-49",NA,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",68,"60-69",NA,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","22SEP2014","Monday","Motorist Failed to Yield - Signalized Intersection",10,"Intersection","September","C: Possible Injury",36240,"Motorist Drive Out - Signalized Intersection",2014,"Yes","No","Daylight","Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Coarse Asphalt",0,0,1,0,0,1,0,"5 lanes",2,0.002,"162",40001141,"1111"
49,582,"High Point","Guilford","Piedmont","Commercial","Urban (>70% Developed)","PVA 1807 N MAIN ST","Urban","5 - 15 MPH","No Control Present","Clear","No",28,"25-29",NA,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",20,"20-24",NA,"No","0-5 mph","O: No Injury","Black","Male","Passenger Car","No","07SEP2014","Sunday","Motorist Failed to Yield - Midblock",15,"Non-Intersection","September","B: Evident Injury",54900,"Motorist Drive Out - Commercial Driveway / Alley",2014,"No","No","Daylight","Straight - Level","Public Vehicular Area","Dry","One-Way, Not Divided","None","Driveway, Public","Smooth Asphalt",0,1,0,0,0,1,0,"2 lanes",2,0.057,"LONG ST",0,"WELBORN ST"
50,587,"Wilmington","New Hanover","Coastal","Commercial","Urban (>70% Developed)","WOOSTER ST","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",36,"30-39",NA,"No","With Traffic","A: Disabling Injury","Travel Lane","Black","Female",45,"40-49",NA,"No","16-20 mph","O: No Injury","White","Male","Single Unit Truck (2-Axle, 6-Tire)","No","29AUG2014","Friday","Bicyclist Failed to Yield - Signalized Intersection",16,"Intersection","August","A: Disabling Injury",60180,"Bicyclist Failed to Clear - Unknown",2014,"Yes","No","Daylight","Straight - Level","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Smooth Asphalt",1,0,0,0,0,1,0,"3 lanes",2,0,"S 10TH ST",20600076,NA
51,577,"Jacksonville","Onslow","Coastal","Commercial","Urban (>70% Developed)","VILLAGE DR","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",17,"16-19",NA,"No","Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",31,"30-39",NA,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","10SEP2014","Wednesday","Motorist Failed to Yield - Signalized Intersection",9,"Intersection","September","O: No Injury",34140,"Motorist Drive Out - Right Turn on Red",2014,"No","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,0,0,1,1,0,"5 lanes",2,0,"53",30000053,"CENTER ST"
52,595,"Lewisville","Forsyth","Piedmont","Farms, Woods, Pastures","Rural (<30% Developed)","SR 1001","Urban","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No",57,"50-59",NA,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male",61,"60-69",NA,"No","36-40 mph","O: No Injury","White","Male","Pickup","No","27SEP2014","Saturday","Motorist Overtaking Bicyclist",11,"Non-Intersection","September","B: Evident Injury",42960,"Motorist Overtaking - Undetected Bicyclist",2014,"Yes","No","Daylight","Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,1,0,0,0,1,0,"2 lanes",2,0.3,"1305",40001001,"1175"
53,566,"Monroe","Union","Piedmont","Commercial","Urban (>70% Developed)","US 74","Urban","40 - 45  MPH","No Control Present","Clear","No",43,"40-49",NA,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male",34,"30-39",NA,"No","0-5 mph","O: No Injury","White","Male","Police","No","23AUG2014","Saturday","Bicyclist Overtaking Motorist",21,"Non-Intersection","August","C: Possible Injury",78480,"Bicyclist Overtaking - Parked Vehicle",2014,"No","No","Dark - Lighted Roadway","Straight - Level","US Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,0,1,0,0,1,0,"2 lanes",2,0.028,"HANOVER DR",20000074,"DICKERSON BLVD"
54,571,"Fayetteville","Cumberland","Coastal","Commercial","Urban (>70% Developed)","YADKIN RD","Urban","40 - 45  MPH","No Control Present","Cloudy","No",30,"30-39",NA,"No","With Traffic","B: Evident Injury","Travel Lane","Asian","Female",21,"20-24",NA,"No","16-20 mph","O: No Injury","White","Female","Pickup","No","25AUG2014","Monday","Motorist Overtaking Bicyclist",15,"Non-Intersection","August","B: Evident Injury",55740,"Motorist Overtaking - Misjudged Space",2014,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,1,0,0,0,1,0,"4 lanes",2,0.038,"YORK RD",40001415,"FILLYAW RD"
55,579,"None - Rural Crash","Carteret","Coastal","Commercial","Urban (>70% Developed)","NC 24","Rural","50 - 55  MPH","Stop And Go Signal","Clear","No",53,"50-59",NA,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male",60,"60-69",NA,"No","11-15 mph","O: No Injury","White","Female","Passenger Car","No","14AUG2014","Thursday","Motorist Left Turn / Merge",7,"Intersection","August","B: Evident Injury",26100,"Motorist Left Turn - Opposite Direction",2014,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,1,0,0,0,1,0,"5 lanes",2,0,"1124",30000024,"1122"
56,520,"Salisbury","Rowan","Piedmont","Commercial","Urban (>70% Developed)","W JAKE ALEXANDER BLVD","Urban","40 - 45  MPH","Stop And Go Signal","Rain","No",30,"30-39",NA,"No","Facing Traffic","B: Evident Injury","Travel Lane","White","Male",37,"30-39",NA,"No","11-15 mph","O: No Injury","White","Female","Passenger Car","No","13SEP2014","Saturday","Bicyclist Failed to Yield - Signalized Intersection",6,"Intersection","September","B: Evident Injury",22200,"Bicyclist Ride Through - Signalized Intersection",2014,"Yes","No","Dark - Roadway Not Lighted","Straight - Level","Local Street","Wet","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,1,0,0,0,1,0,"9 or more lanes",2,0,"MOORESVILLE RD",20000070,"S MAIN ST"
57,534,"Gastonia","Gaston","Piedmont","Commercial","Urban (>70% Developed)","PVA 1901 S YORK RD","Urban","5 - 15 MPH","No Control Present","Cloudy","No",51,"50-59",NA,"No","Facing Traffic","Unknown Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male",NA,NA,NA,"Missing","0-5 mph","Unknown Injury","Unknown/Missing",NA,"Pickup","No","11SEP2014","Thursday","Motorist Failed to Yield - Midblock",14,"Non-Intersection","September","Unknown Injury",51300,"Motorist Drive Out - Commercial Driveway / Alley",2014,"No","Yes","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","Driveway, Public","Concrete",0,0,0,0,0,1,1,NA,2,0,"S YORK RD",0,"CLYDE ST"
58,516,"High Point","Guilford","Piedmont","Commercial","Urban (>70% Developed)","W ENGLISH RD","Urban","30 - 35  MPH","No Control Present","Clear","No",53,"50-59",NA,"No","With Traffic","Unknown Injury","Travel Lane","White","Male",NA,NA,NA,"Missing","21-25 mph","Unknown Injury","Unknown/Missing",NA,NA,"No","14AUG2014","Thursday","Motorist Overtaking Bicyclist",11,"Non-Intersection","August","Unknown Injury",40200,"Motorist Overtaking - Misjudged Space",2014,"No","Yes","Daylight","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,0,0,0,1,1,"4 lanes",2,0.043,"BURTON RD",40001970,"N WARD AVE"
59,509,"Emerald Isle","Carteret","Coastal","Commercial","Urban (>70% Developed)","NC 58","Rural","40 - 45  MPH","No Control Present","Cloudy","No",42,"40-49",NA,"No","With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Female",49,"40-49",NA,"No","31-35 mph","O: No Injury","White","Female","Sport Utility","No","30AUG2014","Saturday","Motorist Overtaking Bicyclist",8,"Non-Intersection","August","B: Evident Injury",29700,"Motorist Overtaking - Other / Unknown",2014,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,1,0,0,0,1,0,"3 lanes",2,0.014,"MALLARD DR",30000058,NA
60,521,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)","HILLLSBOURGH ST","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No",18,"16-19",NA,"No","With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male",27,"25-29",NA,"No","26-30 mph","O: No Injury","Other","Female","Passenger Car","No","09SEP2014","Tuesday","Motorist Left Turn / Merge",17,"Intersection","September","B: Evident Injury",62520,"Motorist Left Turn - Opposite Direction",2014,"No","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt",0,1,0,0,0,1,0,"2 lanes",2,0,"POGUE ST",50014055,NA
61,515,"Greenville","Pitt","Coastal","Institutional","Urban (>70% Developed)","NC 43","Urban","40 - 45  MPH","No Control Present","Cloudy","No",29,"25-29",NA,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male",25,"25-29",NA,"No","36-40 mph","O: No Injury","Black","Female","Pickup","No","11SEP2014","Thursday","Motorist Overtaking Bicyclist",13,"Non-Intersection","September","C: Possible Injury",47640,"Motorist Overtaking - Misjudged Space",2014,"Yes","No","Daylight","Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,1,0,0,1,0,"4 lanes",2,0.025,"PALADIN DR",30000043,"BRIGHTON PARK DR"
62,540,"Charlotte","Mecklenburg","Piedmont","Residential","Urban (>70% Developed)","PHILLIPS AVE","Urban","20 - 25  MPH","No Control Present","Cloudy","No",9,"6-10",NA,"No","Not Applicable","C: Possible Injury","Travel Lane","Black","Male",NA,"70+",NA,"No","0-5 mph","O: No Injury","Black","Female","Passenger Car","No","16SEP2014","Tuesday","Motorist Left Turn / Merge",19,"Intersection-Related","September","C: Possible Injury",68640,"Motorist Left Turn - Opposite Direction",2014,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,0,1,0,0,1,0,"1 lane",2,0.005,"MAYFLOWER RD",0,"REMOUNT RD"
63,549,"Durham","Durham","Piedmont","Residential","Urban (>70% Developed)","PARK AVE","Urban","20 - 25  MPH","No Control Present","Clear","No",9,"6-10",NA,"No","Not Applicable","C: Possible Injury",NA,"Black","Female",41,"40-49",NA,"No","11-15 mph","O: No Injury","Black","Female","Passenger Car","No","11SEP2014","Thursday","Bicyclist Failed to Yield - Midblock",18,"Non-Intersection","September","C: Possible Injury",65520,"Bicyclist Ride Out - Midblock - Unknown",2014,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,0,1,0,0,1,0,"2 lanes",2,0.057,"EVERGREEN ST",0,"HOLLOWAY ST"
64,542,"Raleigh","Wake","Piedmont","Residential","Urban (>70% Developed)","DACIAN RD","Urban","30 - 35  MPH","Stop Sign","Clear","No",13,"11-15",NA,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male",NA,"70+",NA,"No","16-20 mph","O: No Injury","Black","Male","Pickup","No","04SEP2014","Thursday","Loss of Control / Turning Error",19,"Intersection","September","C: Possible Injury",71880,"Bicyclist Lost Control - Mechanical Problems",2014,"Yes","No","Dusk","Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","Four-Way Intersection","Smooth Asphalt",0,0,1,0,0,1,0,"4 lanes",2,0,"GLENBROOK DR",50007709,"GREYSON ST"
65,514,"None - Rural Crash","Harnett","Coastal","Farms, Woods, Pastures","Rural (<30% Developed)","PVA 79 BOLTON S","Rural","5 - 15 MPH","No Control Present","Clear","No",19,"16-19",NA,"No","Not Applicable","B: Evident Injury","Non-Roadway","White","Male",20,"20-24",NA,"No","0-5 mph","O: No Injury","White","Male","Passenger Car","No","11SEP2014","Thursday","Non-Roadway",14,"Non-Roadway","September","B: Evident Injury",53700,"Non-Roadway",2014,"Yes","No","Daylight","Straight - Level","Public Vehicular Area","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt",0,1,0,0,0,1,0,NA,2,0.066,"1532",0,"PVA OF BOLTON ST"
66,707,"Charlotte","Mecklenburg","Piedmont","Commercial","Mixed (30% To 70% Developed)","SOUTH BV","Urban","40 - 45  MPH","No Control Present","Cloudy","No",40,"40-49",NA,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",44,"40-49",NA,"No",NA,"O: No Injury","Black","Male","Single Unit Truck (2-Axle, 6-Tire)","No","05NOV2014","Wednesday","Motorist Failed to Yield - Midblock",15,"Non-Intersection","November","C: Possible Injury",54420,"Motorist Drive Out - Commercial Driveway / Alley",2014,"Yes","No","Daylight","Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt",0,0,1,0,0,1,0,"4 lanes",2,0.019,"CRESSIDA DR",40003998,"SHARON RD W"
67,708,"Raleigh","Wake","Piedmont","Commercial","Urban (>70% Developed)","MCDOWELL ST","Urban","30 - 35  MPH","Stop And Go Signal","Rain","No",28,"25-29",NA,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Male",67,"60-69",NA,"No","11-15 mph","O: No Injury","White","Female","Sport Utility","No","06NOV2014","Thursday","Motorist Left Turn / Merge",20,"Intersection","November","B: Evident Injury",75480,"Motorist Left Turn - Opposite Direction",2014,"No","No","Dark - Lighted Roadway","Straight - Level","Local Street","Wet","One-Way, Not Divided","None","No Special Feature","Smooth Asphalt",0,1,0,0,0,1,0,"3 lanes",2,0,"DAVIE ST",20600070,"MARTIN ST"
